Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PriceCharting_ID,Summary,URL
nintendo-ds,Bejeweled 3,2011-11-15,Everyone,PopCap Games,none,Strategy,899274002571,32256,none,https://www.pricecharting.com/game/nintendo-ds/bejeweled-3
nintendo-ds,Bejeweled Twist,2010-01-19,Everyone,PopCap Games,none,Puzzle,899274001772,20363,none,https://www.pricecharting.com/game/nintendo-ds/bejeweled-twist
nintendo-ds,Bella Sara,2008-10-28,Everyone,none,none,Other,767649402441,15872,none,https://www.pricecharting.com/game/nintendo-ds/bella-sara
nintendo-ds,Ben 10 Alien Force,2008-10-28,Everyone,none,none,Action & Adventure,879278320116,15846,none,https://www.pricecharting.com/game/nintendo-ds/ben-10-alien-force
nintendo-ds,Ben 10: Alien Force: Vilgax Attacks,2009-10-27,Everyone,D3 Publisher,1st Playable Productions,Action & Adventure,879278320154,19857,"The story starts as Vilgax invades earth with a gigantic Null Void projector. To help save the earth, Professor Paradox sends the trio Ben Tennyson, Gwen Tennyson, and Kevin Levin back in time in order to stop Vilgax from collecting a power source for his Null Void projector. With help from Grandpa Max and Ship, Ben and company travel throughout the galaxy to foil Vilgax's evil plan before it can come to fruition.",https://www.pricecharting.com/game/nintendo-ds/ben-10-alien-force-vilgax-attacks
nintendo-ds,Ben 10: Galactic Racing,2011-10-18,Everyone,D3 Publisher,none,Racing,879278320246,31844,none,https://www.pricecharting.com/game/nintendo-ds/ben-10-galactic-racing
nintendo-ds,Ben 10: Omniverse,2012-11-13,Everyone 10+,D3 Publisher,none,Action & Adventure,879278320369,33316,none,https://www.pricecharting.com/game/nintendo-ds/ben-10-omniverse
nintendo-ds,Ben 10 Protector of Earth,2007-10-30,Everyone,D3 Publisher,none,Action & Adventure,879278320055,10256,none,https://www.pricecharting.com/game/nintendo-ds/ben-10-protector-of-earth
nintendo-ds,Ben 10: Triple Pack,2011-07-07,Everyone 10+,none,none,Action & Adventure,879278320277,32460,none,https://www.pricecharting.com/game/nintendo-ds/ben-10-triple-pack
nintendo-ds,Ben 10: Ultimate Alien Cosmic Destruction,2010-10-05,Everyone 10+,D3 Publisher,none,Action & Adventure,879278320222,22109,none,https://www.pricecharting.com/game/nintendo-ds/ben-10-ultimate-alien-cosmic-destruction
nintendo-ds,Bermuda Triangle: Saving the Coral,2010-02-02,Everyone,Storm City Entertainment,none,Action & Adventure,814157010030,20016,none,https://www.pricecharting.com/game/nintendo-ds/bermuda-triangle-saving-the-coral
nintendo-ds,Best Buy Nintendo Zone Beacon,2010-01-01,none,none,none,Other,none,36600,none,https://www.pricecharting.com/game/nintendo-ds/best-buy-nintendo-zone-beacon
nintendo-ds,Best Friends Tonight,2010-02-09,Everyone 10+,Ubisoft,none,Action & Adventure,008888165927,20413,none,https://www.pricecharting.com/game/nintendo-ds/best-friends-tonight
nintendo-ds,Best of Tests,2008-03-04,Everyone,none,none,Puzzle,815315000726,14666,none,https://www.pricecharting.com/game/nintendo-ds/best-of-tests
nintendo-ds,Betty Boop's Double Shift,2007-10-19,Everyone,Zoo Games,none,Other,802068101312,8601,none,https://www.pricecharting.com/game/nintendo-ds/betty-boop's-double-shift
nintendo-ds,Beyblade: Metal Fusion,2010-11-09,Everyone,Konami,Hudson,Extreme Sports,083717241713,30689,none,https://www.pricecharting.com/game/nintendo-ds/beyblade-metal-fusion
nintendo-ds,Beyblade: Metal Fusion Collector's Edition,2010-11-09,Everyone,Konami,none,Action & Adventure,083717241744,30690,none,https://www.pricecharting.com/game/nintendo-ds/beyblade-metal-fusion-collector's-edition
nintendo-ds,Beyblade: Metal Masters,2011-11-15,Everyone,Konami,none,Action & Adventure,083717241966,32259,none,https://www.pricecharting.com/game/nintendo-ds/beyblade-metal-masters
nintendo-ds,Beyblade: Metal Masters Collector's Edition,2011-11-15,Everyone 10+,none,none,Action & Adventure,083717242031,32260,none,https://www.pricecharting.com/game/nintendo-ds/beyblade-metal-masters-collector's-edition
nintendo-ds,Big Bang Mini,2009-01-21,Everyone,South Peak Interactive,Arkedo Studio,Shoot'em Up,612561900202,16475,none,https://www.pricecharting.com/game/nintendo-ds/big-bang-mini
nintendo-ds,Big Brain Academy,2006-06-05,Everyone,Nintendo,Nintendo EAD,Other,045496737085,3991,none,https://www.pricecharting.com/game/nintendo-ds/big-brain-academy
nintendo-ds,Big Brain Academy,2006-06-05,Everyone,Nintendo,Nintendo EAD,Other,045496737092,3991,none,https://www.pricecharting.com/game/nintendo-ds/big-brain-academy
nintendo-ds,Big Hero 6: Battle in the Bay,2014-10-28,none,Game Mill,none,Action & Adventure,834656090319,35610,none,https://www.pricecharting.com/game/nintendo-ds/big-hero-6-battle-in-the-bay
nintendo-ds,Big League Sports: Summer,2009-06-16,Everyone,Activision,none,Sports,047875758933,19298,none,https://www.pricecharting.com/game/nintendo-ds/big-league-sports-summer
nintendo-ds,Big Mutha Truckers,2005-10-19,Everyone 10+,Destination Software,none,Racing,802068100421,11716,none,https://www.pricecharting.com/game/nintendo-ds/big-mutha-truckers
nintendo-ds,Big Time Rush Backstage Pass,2012-11-01,none,Game Mill,none,Action & Adventure,834656086701,36717,none,https://www.pricecharting.com/game/nintendo-ds/big-time-rush-backstage-pass
nintendo-ds,Bigfoot Collision Course,2009-01-09,Everyone,Zoo Games,none,Racing,802068101640,16108,none,https://www.pricecharting.com/game/nintendo-ds/bigfoot-collision-course
nintendo-ds,Biker Mice From Mars,2007-06-05,Everyone 10+,American Game Factory,none,Racing,855433001618,3992,none,https://www.pricecharting.com/game/nintendo-ds/biker-mice-from-mars
nintendo-ds,Bionicle Heroes,2006-11-14,Teen,none,none,Action & Adventure,788687400213,3993,none,https://www.pricecharting.com/game/nintendo-ds/bionicle-heroes
nintendo-ds,Black Sigil Blade of the Exiled,2009-06-09,Everyone,graffiti entertainment,none,Strategy,891563001111,14657,none,https://www.pricecharting.com/game/nintendo-ds/black-sigil-blade-of-the-exiled
nintendo-ds,Black Sigil Blade of the Exiled,2009-06-09,Everyone,graffiti entertainment,none,Strategy,891563001401,14657,none,https://www.pricecharting.com/game/nintendo-ds/black-sigil-blade-of-the-exiled
nintendo-ds,Blades of Thunder 2,2006-04-18,Everyone 10+,Summit,none,Action & Adventure,831666900287,3995,none,https://www.pricecharting.com/game/nintendo-ds/blades-of-thunder-2
nintendo-ds,Bleach Blade of Fate,2007-10-09,Teen,Sega,Treasure,Action & Adventure,010086670103,8620,none,https://www.pricecharting.com/game/nintendo-ds/bleach-blade-of-fate
nintendo-ds,Bleach Dark Souls,2008-10-07,Teen,none,none,Fighting,010086670226,15699,none,https://www.pricecharting.com/game/nintendo-ds/bleach-dark-souls
nintendo-ds,Bleach: The 3rd Phantom,2009-09-15,Teen,Sega,none,Fighting,010086670264,18639,none,https://www.pricecharting.com/game/nintendo-ds/bleach-the-3rd-phantom
nintendo-ds,Blue Dragon: Awakened Shadow,2010-05-18,Everyone 10+,D3 Publisher,Mistwalker,RPG,879278320215,21318,none,https://www.pricecharting.com/game/nintendo-ds/blue-dragon-awakened-shadow
nintendo-ds,Blue Dragon Plus,2009-02-19,Everyone,Ignition,Mistwalker,Strategy,893384000205,16331,none,https://www.pricecharting.com/game/nintendo-ds/blue-dragon-plus
nintendo-ds,Boing! Docomodake DS,2009-03-10,Everyone,Ignition,none,Action & Adventure,893384000366,16409,none,https://www.pricecharting.com/game/nintendo-ds/boing-docomodake-ds
nintendo-ds,Bolt,2008-11-18,Everyone,Disney,none,Action & Adventure,712725005207,16002,none,https://www.pricecharting.com/game/nintendo-ds/bolt
nintendo-ds,Bolt,2008-11-18,Everyone,Disney,none,Action & Adventure,712725005214,16002,none,https://www.pricecharting.com/game/nintendo-ds/bolt
nintendo-ds,Bolt: Be-Awesome Edition,2008-01-01,none,none,none,Action & Adventure,712725015862,32700,none,https://www.pricecharting.com/game/nintendo-ds/bolt-be-awesome-edition
nintendo-ds,Bomberman,2005-06-21,Everyone,Ubisoft,Racjin,Action & Adventure,008888162384,3997,none,https://www.pricecharting.com/game/nintendo-ds/bomberman
nintendo-ds,Bomberman Land Touch,2006-11-07,Everyone,Atlus,none,Action & Adventure,730865400065,11548,none,https://www.pricecharting.com/game/nintendo-ds/bomberman-land-touch
nintendo-ds,Bomberman Land Touch 2,2008-01-29,Everyone,none,none,Action & Adventure,083717241300,18606,none,https://www.pricecharting.com/game/nintendo-ds/bomberman-land-touch-2
nintendo-ds,Boogie,2007-11-27,Everyone 10+,Electronic Arts,Electronic Arts Montreal,Other,014633157406,10844,none,https://www.pricecharting.com/game/nintendo-ds/boogie
nintendo-ds,Bookworm Adventures,2009-12-08,Everyone,PopCap Games,none,Puzzle,899274001789,20110,none,https://www.pricecharting.com/game/nintendo-ds/bookworm-adventures
nintendo-ds,Brain Age,2006-04-01,Everyone,Nintendo,Nintendo SPD,Educational,045496737139,3998,none,https://www.pricecharting.com/game/nintendo-ds/brain-age
nintendo-ds,Brain Age,2006-04-01,Everyone,Nintendo,Nintendo SPD,Educational,045496740092,3998,none,https://www.pricecharting.com/game/nintendo-ds/brain-age
nintendo-ds,Brain Age,2006-04-01,Everyone,Nintendo,Nintendo SPD,Educational,045496740085,3998,none,https://www.pricecharting.com/game/nintendo-ds/brain-age
nintendo-ds,Brain Age,2006-04-01,Everyone,Nintendo,Nintendo SPD,Educational,045496738068,3998,none,https://www.pricecharting.com/game/nintendo-ds/brain-age
nintendo-ds,Brain Age 2,2007-06-29,Everyone,Nintendo,Nintendo Software Development & Design,Puzzle,045496739331,3999,none,https://www.pricecharting.com/game/nintendo-ds/brain-age-2
nintendo-ds,Brain Age 2,2007-06-29,Everyone,Nintendo,Nintendo Software Development & Design,Puzzle,045496739027,3999,none,https://www.pricecharting.com/game/nintendo-ds/brain-age-2
nintendo-ds,Brain Age 2,2007-06-29,Everyone,Nintendo,Nintendo Software Development & Design,Puzzle,045496739560,3999,none,https://www.pricecharting.com/game/nintendo-ds/brain-age-2
nintendo-ds,Brain Assist,2008-02-26,Everyone,Sega,none,Other,010086670189,11908,none,https://www.pricecharting.com/game/nintendo-ds/brain-assist
nintendo-ds,Brain Boost Beta Wave,2006-11-17,Everyone,Majesco,none,Other,096427014836,11352,none,https://www.pricecharting.com/game/nintendo-ds/brain-boost-beta-wave
nintendo-ds,Brain Boost Gamma Wave,2006-11-17,Everyone,Majesco,Interchannel-Holon/Softasia,Other,096427014843,11353,none,https://www.pricecharting.com/game/nintendo-ds/brain-boost-gamma-wave
nintendo-ds,Brain Buster Puzzle Pak,2007-06-15,Everyone,Agetec,none,Puzzle,093992092405,31121,none,https://www.pricecharting.com/game/nintendo-ds/brain-buster-puzzle-pak
nintendo-ds,Brain Challenge,2008-01-08,Everyone,Ubisoft,none,Other,008888163749,11003,none,https://www.pricecharting.com/game/nintendo-ds/brain-challenge
nintendo-ds,Brain Quest Grades 3 & 4,2008-09-22,Everyone,Electronic Arts,none,Other,014633191196,15075,none,https://www.pricecharting.com/game/nintendo-ds/brain-quest-grades-3-&-4
nintendo-ds,Brain Quest Grades 5 & 6,2008-09-22,Everyone,Electronic Arts,none,Other,014633191356,15076,none,https://www.pricecharting.com/game/nintendo-ds/brain-quest-grades-5-&-6
nintendo-ds,Brain Voyage,2008-05-05,Everyone,Eidos Interactive,none,Other,788687400473,13206,none,https://www.pricecharting.com/game/nintendo-ds/brain-voyage
nintendo-ds,Bratz 4 Real,2007-11-05,Everyone,THQ,none,Action & Adventure,785138361291,10257,none,https://www.pricecharting.com/game/nintendo-ds/bratz-4-real
nintendo-ds,Bratz Fashion Boutique,2012-10-30,Everyone,Activision,none,Simulation,047875767140,33233,none,https://www.pricecharting.com/game/nintendo-ds/bratz-fashion-boutique
nintendo-ds,Bratz Forever Diamondz,2006-09-18,Everyone,Nintendo,none,Action & Adventure,785138361192,4000,none,https://www.pricecharting.com/game/nintendo-ds/bratz-forever-diamondz
nintendo-ds,Bratz Girlz Really Rock!,2008-10-13,Everyone,none,none,Action & Adventure,785138361703,15728,none,https://www.pricecharting.com/game/nintendo-ds/bratz-girlz-really-rock
nintendo-ds,Bratz Kidz,2008-11-18,Everyone,none,none,Action & Adventure,855433001793,15907,none,https://www.pricecharting.com/game/nintendo-ds/bratz-kidz
nintendo-ds,Bratz Ponyz,2007-07-30,Everyone,Nintendo,none,Other,855433001632,4001,none,https://www.pricecharting.com/game/nintendo-ds/bratz-ponyz
nintendo-ds,Bratz Ponyz 2,2008-09-16,Everyone,American Game Factory,none,Other,855433001786,14908,none,https://www.pricecharting.com/game/nintendo-ds/bratz-ponyz-2
nintendo-ds,Bratz Super Babyz,2008-02-25,Everyone,THQ,none,Action & Adventure,785138361345,12103,none,https://www.pricecharting.com/game/nintendo-ds/bratz-super-babyz
nintendo-ds,Break Em All,2006-06-20,Everyone,D3 Publisher,none,Puzzle,879278320024,4002,none,https://www.pricecharting.com/game/nintendo-ds/break-em-all
nintendo-ds,Broken Sword The Shadow of the Templars,2009-03-24,Teen,Ubisoft,none,Action & Adventure,008888164111,16482,none,https://www.pricecharting.com/game/nintendo-ds/broken-sword-the-shadow-of-the-templars
nintendo-ds,Brothers in Arms War Stories,2007-06-01,Teen,Ubisoft,none,Action & Adventure,008888163503,4003,none,https://www.pricecharting.com/game/nintendo-ds/brothers-in-arms-war-stories
nintendo-ds,Bubble Bobble Double Shot,2008-03-03,Everyone,none,none,Action & Adventure,893384000335,11828,none,https://www.pricecharting.com/game/nintendo-ds/bubble-bobble-double-shot
nintendo-ds,Bubble Bobble Revolution,2006-10-03,Everyone,Codemasters,none,Action & Adventure,767649401338,11628,none,https://www.pricecharting.com/game/nintendo-ds/bubble-bobble-revolution
nintendo-ds,Build-A-Bear Workshop,2007-11-05,Everyone,American Game Factory,none,Action & Adventure,855433001588,10477,none,https://www.pricecharting.com/game/nintendo-ds/build-a-bear-workshop
nintendo-ds,Build-A-Bear Workshop: Welcome to Hugsville,2010-03-23,Everyone,Activision,none,Other,047875761650,21073,none,https://www.pricecharting.com/game/nintendo-ds/build-a-bear-workshop-welcome-to-hugsville
nintendo-ds,Build-A-Lot,2008-12-09,Everyone,none,none,Other,811930104627,16152,none,https://www.pricecharting.com/game/nintendo-ds/build-a-lot
nintendo-ds,Burger Bot,2010-05-18,Everyone,Maximum Games,none,Simulation,814290010294,31140,none,https://www.pricecharting.com/game/nintendo-ds/burger-bot
nintendo-ds,Burger Island,2007-05-08,Everyone,Destineer,none,Action & Adventure,828068212582,18589,none,https://www.pricecharting.com/game/nintendo-ds/burger-island
nintendo-ds,Burnout Legends,2005-11-29,Everyone,Electronic Arts,none,Racing,014633151398,4004,none,https://www.pricecharting.com/game/nintendo-ds/burnout-legends
nintendo-ds,Bust-A-Move DS,2005-12-06,Everyone,Sega,none,Puzzle,096427014416,4005,none,https://www.pricecharting.com/game/nintendo-ds/bust-a-move-ds
nintendo-ds,Busy Scissors,2011-03-04,Everyone,Tommo,none,Action & Adventure,815403010019,30646,none,https://www.pricecharting.com/game/nintendo-ds/busy-scissors
nintendo-ds,Cabela's Dangerous Hunts 2011,2010-10-19,Teen,Activision,none,Sports,047875764361,30279,none,https://www.pricecharting.com/game/nintendo-ds/cabela's-dangerous-hunts-2011
nintendo-ds,Cake Mania,2007-04-09,Everyone,Majesco,none,Other,096427014850,4006,none,https://www.pricecharting.com/game/nintendo-ds/cake-mania
nintendo-ds,Cake Mania 2,2008-06-01,Everyone,Majesco,none,Action & Adventure,096427015307,13995,none,https://www.pricecharting.com/game/nintendo-ds/cake-mania-2
nintendo-ds,Cake Mania 2,2008-06-01,Everyone,Majesco,none,Action & Adventure,096427015406,13995,none,https://www.pricecharting.com/game/nintendo-ds/cake-mania-2
nintendo-ds,Cake Mania 3,2009-10-13,Everyone,Majesco,none,Other,096427016069,19756,none,https://www.pricecharting.com/game/nintendo-ds/cake-mania-3
nintendo-ds,Cake Mania: Main Street,2011-05-24,Everyone 10+,Majesco,none,Simulation,096427017004,31433,none,https://www.pricecharting.com/game/nintendo-ds/cake-mania-main-street
nintendo-ds,Call of Duty 4 Modern Warfare,2007-11-05,Teen,Activision,Infinity Ward,FPS,047875831254,10258,none,https://www.pricecharting.com/game/nintendo-ds/call-of-duty-4-modern-warfare
nintendo-ds,Call of Duty Black Ops,2010-11-09,Teen,Activision,Nspace,FPS,047875840065,30676,none,https://www.pricecharting.com/game/nintendo-ds/call-of-duty-black-ops
nintendo-ds,Call of Duty Modern Warfare 3,2011-11-08,Teen,Activision,n-Space,FPS,047875842083,32092,none,https://www.pricecharting.com/game/nintendo-ds/call-of-duty-modern-warfare-3
nintendo-ds,Call of Duty Modern Warfare Mobilized,2009-11-10,Teen,Activision,none,FPS,047875837539,19972,none,https://www.pricecharting.com/game/nintendo-ds/call-of-duty-modern-warfare-mobilized
nintendo-ds,Call of Duty World at War,2008-11-11,Teen,Activision,Treyarch,FPS,047875832831,15935,none,https://www.pricecharting.com/game/nintendo-ds/call-of-duty-world-at-war
nintendo-ds,Calvin Tucker's Redneck Farm Animal Racing Tournament,2010-08-03,Everyone 10+,Zoo Games,none,Racing,802068103057,31373,none,https://www.pricecharting.com/game/nintendo-ds/calvin-tucker's-redneck-farm-animal-racing-tournament
nintendo-ds,Camp Rock: The Final Jam,2010-08-31,Everyone,none,none,Action & Adventure,712725018276,21968,none,https://www.pricecharting.com/game/nintendo-ds/camp-rock-the-final-jam
nintendo-ds,Camping Mama: Outdoor Adventures,2011-09-13,Everyone,Majesco,none,Action & Adventure,096427017257,31722,none,https://www.pricecharting.com/game/nintendo-ds/camping-mama-outdoor-adventures
nintendo-ds,Candace Kane's Candy Factory,2008-12-22,Everyone,none,none,Action & Adventure,828068212353,16166,none,https://www.pricecharting.com/game/nintendo-ds/candace-kane's-candy-factory
nintendo-ds,Captain America: Super Soldier,2011-07-19,Everyone 10+,none,none,Action & Adventure,010086670394,31614,none,https://www.pricecharting.com/game/nintendo-ds/captain-america-super-soldier
nintendo-ds,Carnival Games,2008-07-08,Everyone,2K Games,none,Other,710425354021,14067,none,https://www.pricecharting.com/game/nintendo-ds/carnival-games
nintendo-ds,Cars,2006-06-01,Everyone,Disney,none,Racing,785138361123,4007,none,https://www.pricecharting.com/game/nintendo-ds/cars
nintendo-ds,Cars,2006-06-01,Everyone,Disney,none,Racing,712725022518,4007,none,https://www.pricecharting.com/game/nintendo-ds/cars
nintendo-ds,Cars 2,2011-06-21,Everyone,Disney,none,Racing,712725021399,31513,none,https://www.pricecharting.com/game/nintendo-ds/cars-2
