Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL,Console_ID,Publisher_ID,Developer_ID,Genre_ID
nintendo-3ds,Chibi-Robo Zip Lash,2015-10-09,Everyone,Nintendo,Skip Ltd.,Action & Adventure,045496743253,36098,Unkown,https://www.pricecharting.com/game/nintendo-3ds/chibi-robo-zip-lash,4,241,484,2
nintendo-3ds,Classic Games Overload,2012-11-30,Everyone,Telegames,Unkown,Simulation,834815006014,33421,Unkown,https://www.pricecharting.com/game/nintendo-3ds/classic-games-overload,4,342,586,30
nintendo-3ds,Cloudy With a Chance of Meatballs 2,2013-09-24,Unkown,Unkown,Unkown,Action & Adventure,834656090104,35325,Unkown,https://www.pricecharting.com/game/nintendo-3ds/cloudy-with-a-chance-of-meatballs-2,4,368,586,2
nintendo-3ds,Code Name: S.T.E.A.M.,2015-03-13,Teen,Nintendo,Intelligent Systems,Strategy,045496743024,35760,Unkown,https://www.pricecharting.com/game/nintendo-3ds/code-name-steam,4,241,258,33
nintendo-3ds,Code of Princess,2012-10-09,Teen,Atlus,Studio Saizensen,RPG,730865300112,33153,Unkown,https://www.pricecharting.com/game/nintendo-3ds/code-of-princess,4,39,517,27
nintendo-3ds,Combat of Giants: Dinosaurs 3D,2011-03-22,Everyone 10+,Ubisoft,Unkown,Action & Adventure,008888166702,31093,Unkown,https://www.pricecharting.com/game/nintendo-3ds/combat-of-giants-dinosaurs-3d,4,362,586,2
nintendo-3ds,Conception II: Children of the Seven Stars,2014-04-15,Mature,Atlus,Unkown,RPG,730865300167,34812,Unkown,https://www.pricecharting.com/game/nintendo-3ds/conception-ii-children-of-the-seven-stars,4,39,586,27
nintendo-3ds,Cooking Mama 4: Kitchen Magic,2011-11-16,Everyone,Majesco,Unkown,Simulation,096427017356,32267,Unkown,https://www.pricecharting.com/game/nintendo-3ds/cooking-mama-4-kitchen-magic,4,194,586,30
nintendo-3ds,Cooking Mama 5: Bon Appetit,2014-09-16,Everyone,Majesco,Unkown,Other,096427018377,35055,Unkown,https://www.pricecharting.com/game/nintendo-3ds/cooking-mama-5-bon-appetit,4,194,586,22
nintendo-3ds,Cooking Mama Sweet Shop,2017-05-16,Everyone,Crescent Marketing & Distribution,Unkown,Other,887195000325,37583,Unkown,https://www.pricecharting.com/game/nintendo-3ds/cooking-mama-sweet-shop,4,75,586,22
nintendo-3ds,Corpse Party: Back to School Edition,2016-10-25,Mature,Xseed,Unkown,Action & Adventure,853466001940,37064,Unkown,https://www.pricecharting.com/game/nintendo-3ds/corpse-party-back-to-school-edition,4,395,586,2
nintendo-3ds,Crash City Mayhem,2013-07-02,Teen,Majesco,Unkown,Racing,096427017332,34093,Unkown,https://www.pricecharting.com/game/nintendo-3ds/crash-city-mayhem,4,194,586,28
nintendo-3ds,Crosswords Plus,2012-10-01,Everyone,Nintendo,Unkown,Strategy,045496742096,33141,Unkown,https://www.pricecharting.com/game/nintendo-3ds/crosswords-plus,4,241,586,33
nintendo-3ds,Crush 3D,2012-03-06,Everyone 10+,Sega,Unkown,Puzzle,010086611038,33864,Unkown,https://www.pricecharting.com/game/nintendo-3ds/crush-3d,4,287,586,26
nintendo-3ds,Cubic Ninja,2011-06-14,Everyone,Ubisoft,Unkown,Action & Adventure,008888166863,31474,Unkown,https://www.pricecharting.com/game/nintendo-3ds/cubic-ninja,4,362,586,2
nintendo-3ds,Culdcept Revolt,2017-10-03,Teen,"NIS America, Inc.",Omiya Software,RPG,813633019222,39972,Unkown,https://www.pricecharting.com/game/nintendo-3ds/culdcept-revolt,4,229,384,27
nintendo-3ds,Cut the Rope: Triple Treat,2014-03-25,Everyone,Activision,Unkown,Puzzle,047875849662,34761,Unkown,https://www.pricecharting.com/game/nintendo-3ds/cut-the-rope-triple-treat,4,19,586,26
nintendo-3ds,Dead or Alive Dimensions,2011-05-24,Teen,Koei,Team Ninja,Fighting,040198002141,31439,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dead-or-alive-dimensions,4,177,542,14
nintendo-3ds,Deca Sports Extreme,2011-09-13,Everyone,Konami,Unkown,Sports,083717241850,31712,Unkown,https://www.pricecharting.com/game/nintendo-3ds/deca-sports-extreme,4,178,586,32
nintendo-3ds,Deer Drive Legends,2012-05-29,Teen,Maximum Games,Unkown,Simulation,814290011475,32793,Unkown,https://www.pricecharting.com/game/nintendo-3ds/deer-drive-legends,4,203,586,30
nintendo-3ds,Detective Pikachu,2018-03-23,Everyone,The Pokémon Company,Creatures Inc.,Action & Adventure,045496744892,45691,Unkown,https://www.pricecharting.com/game/nintendo-3ds/detective-pikachu,4,344,129,2
nintendo-3ds,Disney Art Academy,2016-05-13,Everyone,Nintendo,Unkown,Other,045496743741,36614,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-art-academy,4,241,586,22
nintendo-3ds,Disney Infinity Starter Pack,2013-08-18,Rating Pending,Disney,Unkown,Action & Adventure,712725023607,34175,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-infinity-starter-pack,4,91,586,2
nintendo-3ds,Disney Magical World,2014-04-11,Everyone,Nintendo,Unkown,Simulation,045496742706,34808,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-magical-world,4,241,586,30
nintendo-3ds,Disney Magical World 2,2016-10-11,Everyone,Nintendo,Unkown,Other,045496744014,37007,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-magical-world-2,4,241,586,22
nintendo-3ds,Disney Planes,2013-08-06,Everyone,Disney,Unkown,Action & Adventure,712725023515,34147,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-planes,4,91,586,2
nintendo-3ds,Disney Princess: My Fairytale Adventure,2012-09-25,Everyone,Disney,Unkown,Action & Adventure,712725022426,33115,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-princess-my-fairytale-adventure,4,91,586,2
nintendo-3ds,Doctor Lautrec and the Forgotten Knights,2011-12-13,Everyone 10+,Konami,Unkown,Action & Adventure,083717241836,32412,Unkown,https://www.pricecharting.com/game/nintendo-3ds/doctor-lautrec-and-the-forgotten-knights,4,178,586,2
nintendo-3ds,Donkey Kong Country Returns 3D,2013-05-24,Everyone,Nintendo,Unkown,Platformer,045496742423,34043,Unkown,https://www.pricecharting.com/game/nintendo-3ds/donkey-kong-country-returns-3d,4,241,586,25
nintendo-3ds,Doodle Jump Adventures,2013-10-01,Unkown,Game Mill,Unkown,Other,834656090159,36757,Unkown,https://www.pricecharting.com/game/nintendo-3ds/doodle-jump-adventures,4,124,586,22
nintendo-3ds,Dragon Ball Fusions,2016-11-15,Teen,Bandai Namco,Ganbarion,Action & Adventure,722674700696,37126,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-ball-fusions,4,45,194,2
nintendo-3ds,Dragon Ball Z: Extreme Butoden,2015-10-20,Rating Pending,Bandai,Unkown,Fighting,722674700634,36135,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-ball-z-extreme-butoden,4,43,586,14
nintendo-3ds,Dragon Quest VII: Fragments of the Forgotten Past,2016-09-16,Everyone 10+,Nintendo,SquareEnix,RPG,045496743703,36932,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-quest-vii-fragments-of-the-forgotten-past,4,241,507,27
nintendo-3ds,Dragon Quest VIII: Journey of the Cursed King,2017-01-20,Teen,Nintendo,SquareEnix,RPG,045496743727,37223,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-quest-viii-journey-of-the-cursed-king,4,241,507,27
nintendo-3ds,Dream Trigger 3D,2011-05-10,Everyone,D3 Publisher,Unkown,Other,879278360006,31407,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dream-trigger-3d,4,80,586,22
nintendo-3ds,Dreamworks Super Star Kartz,2011-11-15,Everyone,Activision,Unkown,Action & Adventure,047875765986,32272,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dreamworks-super-star-kartz,4,19,586,2
nintendo-3ds,Driver: Renegade,2011-09-06,Mature,Ubisoft,Unkown,Racing,008888166719,31683,Unkown,https://www.pricecharting.com/game/nintendo-3ds/driver-renegade,4,362,586,28
nintendo-3ds,DualPenSports,2011-06-21,Everyone 10+,Namco,Unkown,Sports,722674700290,31502,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dualpensports,4,232,586,32
nintendo-3ds,Duck Dynasty,2014-10-14,Everyone 10+,Activision,Unkown,Action & Adventure,047875770355,35161,Unkown,https://www.pricecharting.com/game/nintendo-3ds/duck-dynasty,4,19,586,2
nintendo-3ds,Epic Mickey: Power of Illusion,2012-11-18,Everyone,Disney,DreamRift,Action & Adventure,712725020187,33404,Unkown,https://www.pricecharting.com/game/nintendo-3ds/epic-mickey-power-of-illusion,4,91,153,2
nintendo-3ds,Etrian Mystery Dungeon,2015-04-07,Everyone 10+,Atlus,Spike Chunsoft and Atlus,RPG,730865300211,35672,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-mystery-dungeon,4,39,503,27
nintendo-3ds,Etrian Odyssey 2 Untold: The Fafnir Knight,2015-08-04,Teen,Atlus,Unkown,RPG,730865300204,35836,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-2-untold-the-fafnir-knight,4,39,586,27
nintendo-3ds,Etrian Odyssey IV: Legends Of The Titan,2013-02-26,Teen,Atlus,Atlus,RPG,730865300129,33859,"For centuries, the tree Yggdrasil has been a constant presence in the lives of the people of Tharsis. It looms on the horizon, visible from everywhere in the city. But its roots are in a far-off land where no one has ventured until the Outland Count of Tharsis sponsors an Explorers Guild to reach Yggdrasil and discover its secrets. You are the latest explorer arriving in Tharsis to seek your fame and fortune. Board your skyship and set out into the clouds in search of treasure, glory, and the answer to Tharsis' oldest mystery.",https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-iv-legends-of-the-titan,4,39,63,27
nintendo-3ds,Etrian Odyssey Nexus,2019-02-05,Teen,Atlus,Atlus,RPG,730865300297,54365,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-nexus,4,39,63,27
nintendo-3ds,Etrian Odyssey Untold: The Millennium Girl,2013-10-01,Teen,Atlus,Unkown,RPG,730865300150,34300,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-untold-the-millennium-girl,4,39,586,27
nintendo-3ds,Etrian Odyssey V: Beyond The Myth,2017-10-17,Teen,Atlus,Unkown,RPG,730865300259,40281,Unkown,https://www.pricecharting.com/game/nintendo-3ds/etrian-odyssey-v-beyond-the-myth,4,39,586,27
nintendo-3ds,Ever Oasis,2017-06-23,Everyone 10+,Nintendo,Unkown,RPG,045496744724,37805,Unkown,https://www.pricecharting.com/game/nintendo-3ds/ever-oasis,4,241,586,27
nintendo-3ds,F1 2011,2011-12-06,Everyone,THQ,Unkown,Sports,767649403752,32378,Unkown,https://www.pricecharting.com/game/nintendo-3ds/f1-2011,4,327,586,32
nintendo-3ds,Face Racers: Photo Finish,2011-12-06,Everyone,Majesco,Unkown,Racing,096427017158,31793,Unkown,https://www.pricecharting.com/game/nintendo-3ds/face-racers-photo-finish,4,194,586,28
nintendo-3ds,Fantasy Life,2014-10-21,Everyone 10+,Nintendo,Level 5,RPG,045496742881,35210,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fantasy-life,4,241,293,27
nintendo-3ds,Farming Simulator 14,2013-11-18,Everyone,Focus Home Interactive,Giants Software,Simulation,814290012656,34941,Unkown,https://www.pricecharting.com/game/nintendo-3ds/farming-simulator-14,4,114,197,30
nintendo-3ds,Farming Simulator 18,2017-06-06,Everyone,Maximum Games,Unkown,Simulation,854952003646,37736,Unkown,https://www.pricecharting.com/game/nintendo-3ds/farming-simulator-18,4,203,586,30
nintendo-3ds,Fast and the Furious: Showdown,2013-05-21,Teen,Activision,Unkown,Racing,047875767409,34036,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fast-and-the-furious-showdown,4,19,586,28
nintendo-3ds,FIFA 14,2013-08-24,Everyone,Electronic Arts,Unkown,Soccer,Unkown,53916,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-14,4,100,586,31
nintendo-3ds,FIFA 15: Legacy Edition,2014-09-23,Everyone,Electronic Arts,EA Canada,Soccer,014633368062,35073,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-15-legacy-edition,4,100,155,31
nintendo-3ds,FIFA Soccer 12,2011-09-27,Everyone,Electronic Arts,Unkown,Soccer,014633196306,31761,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-soccer-12,4,100,586,31
nintendo-3ds,FIFA Soccer 13,2012-09-25,Everyone,Electronic Arts,Unkown,Sports,014633197624,33119,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-soccer-13,4,100,586,32
nintendo-3ds,Final Fantasy Explorers,2016-01-26,Everyone 10+,Square Enix,Unkown,RPG,662248916552,36405,Unkown,https://www.pricecharting.com/game/nintendo-3ds/final-fantasy-explorers,4,312,586,27
nintendo-3ds,Final Fantasy Explorers Collector's Edition,2016-01-26,Unkown,Square Enix,Unkown,RPG,662248916606,36406,Unkown,https://www.pricecharting.com/game/nintendo-3ds/final-fantasy-explorers-collector's-edition,4,312,586,27
nintendo-3ds,Finding Nemo: Escape To The Big Blue,2012-09-11,Everyone,Disney,Unkown,Action & Adventure,712725023379,33041,Unkown,https://www.pricecharting.com/game/nintendo-3ds/finding-nemo-escape-to-the-big-blue,4,91,586,2
nintendo-3ds,Fire Emblem: Awakening,2013-02-04,Teen,Nintendo,Intelligent Systems,Strategy,045496742355,33822,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-awakening,4,241,258,33
nintendo-3ds,Fire Emblem Echoes: Shadows of Valentia,2017-05-19,Teen,Nintendo,Unkown,RPG,045496744649,37586,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-echoes-shadows-of-valentia,4,241,586,27
nintendo-3ds,Fire Emblem Echoes: Shadows of Valentia Limited Edition,2017-05-19,Teen,Nintendo,Unkown,RPG,045496744687,37788,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-echoes-shadows-of-valentia-limited-edition,4,241,586,27
nintendo-3ds,Fire Emblem Fates Birthright,2016-02-19,Teen,Nintendo,Unkown,RPG,045496743154,36465,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-fates-birthright,4,241,586,27
nintendo-3ds,Fire Emblem Fates Conquest,2016-02-19,Teen,Nintendo,Intelligent Systems,RPG,045496743406,36466,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-fates-conquest,4,241,258,27
nintendo-3ds,Fire Emblem Warriors,2017-10-20,Teen,Nintendo,Unkown,RPG,045496744663,40317,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fire-emblem-warriors,4,241,586,27
nintendo-3ds,Fossil Fighters: Frontier,2015-03-20,Everyone 10+,Nintendo,Unkown,RPG,045496743000,35674,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fossil-fighters-frontier,4,241,586,27
nintendo-3ds,Fragrant Story,2022-04-21,Everyone,Seven Silhouettes Enterprises Games,Squire Games,RPG,793888481763,3365585,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fragrant-story,4,295,510,27
nintendo-3ds,Freakyforms Deluxe Your Creations Alive,2012-11-05,Everyone,Unkown,Unkown,Simulation,045496742287,33284,Unkown,https://www.pricecharting.com/game/nintendo-3ds/freakyforms-deluxe-your-creations-alive,4,368,586,30
nintendo-3ds,Frogger 3D,2011-09-20,Everyone,Konami,Unkown,Action & Adventure,083717242055,31736,Unkown,https://www.pricecharting.com/game/nintendo-3ds/frogger-3d,4,178,586,2
nintendo-3ds,Frozen & Big Hero 6 Disney 2 Pack,2016-10-18,Everyone,Game Mill,Unkown,Action & Adventure,834656000394,37033,Unkown,https://www.pricecharting.com/game/nintendo-3ds/frozen-&-big-hero-6-disney-2-pack,4,124,586,2
nintendo-3ds,Frozen: Olaf's Quest,2013-11-12,Unkown,Game Mill,Unkown,Action & Adventure,834656090128,35412,Unkown,https://www.pricecharting.com/game/nintendo-3ds/frozen-olaf's-quest,4,124,586,2
nintendo-3ds,Funky Barn 3D,2012-04-03,Everyone,Ubisoft,Unkown,Simulation,008888167112,32687,Unkown,https://www.pricecharting.com/game/nintendo-3ds/funky-barn-3d,4,362,586,30
nintendo-3ds,Gabrielle's Ghostly Groove 3D,2011-10-04,Everyone,Natsume,Unkown,Action & Adventure,719593140030,31620,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gabrielle's-ghostly-groove-3d,4,236,586,2
nintendo-3ds,Gardening Mama 2: Forest Friends,2014-04-29,Everyone,Majesco,Unkown,Action & Adventure,096427018315,34840,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gardening-mama-2-forest-friends,4,194,586,2
nintendo-3ds,Garfield Kart,2015-08-11,Everyone,Square Enix,Unkown,Racing,816819012789,35858,Unkown,https://www.pricecharting.com/game/nintendo-3ds/garfield-kart,4,312,586,28
nintendo-3ds,Gem Smashers,2011-11-08,Everyone,SVG Distribution,Unkown,Strategy,650008501001,32156,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gem-smashers,4,280,586,33
nintendo-3ds,Generator Rex: Agent of Providence,2011-11-01,Everyone 10+,Activision,Unkown,Action & Adventure,047875765887,31898,Unkown,https://www.pricecharting.com/game/nintendo-3ds/generator-rex-agent-of-providence,4,19,586,2
nintendo-3ds,Ghost Recon: Shadow Wars,2011-03-22,Teen,Ubisoft,Unkown,Action & Adventure,008888166078,31090,Unkown,https://www.pricecharting.com/game/nintendo-3ds/ghost-recon-shadow-wars,4,362,586,2
nintendo-3ds,Girls' Fashion Shoot,2013-10-15,Everyone,Unkown,Rising Star Games,Other,887195000073,62403,Unkown,https://www.pricecharting.com/game/nintendo-3ds/girls'-fashion-shoot,4,368,440,22
nintendo-3ds,Go! Go! Kokopolo 3D Space Recipe For Disaster,2022-09-02,Everyone,Limited Run Games/Tanukii Studios,Room 4 Games,Other,Unkown,4024154,Unkown,https://www.pricecharting.com/game/nintendo-3ds/go-go-kokopolo-3d-space-recipe-for-disaster,4,188,444,22
nintendo-3ds,Go! Go! Kokopolo Anniversary Collection,2022-09-02,Everyone,Limited Run Games/Tanukii Studios,Room 4 Games,Other,819976027146,4024155,Unkown,https://www.pricecharting.com/game/nintendo-3ds/go-go-kokopolo-anniversary-collection,4,188,444,22
nintendo-3ds,Go! Go! Kokopolo: Harmonious Forest Revenge,2022-09-02,Everyone,Limited Run Games/Tanukii Studios,Room 4 Games,Other,Unkown,4024153,Unkown,https://www.pricecharting.com/game/nintendo-3ds/go-go-kokopolo-harmonious-forest-revenge,4,188,444,22
nintendo-3ds,Goosebumps The Game,2015-10-13,Everyone 10+,Madcow,Unkown,Action & Adventure,834656000295,37719,Unkown,https://www.pricecharting.com/game/nintendo-3ds/goosebumps-the-game,4,193,586,2
nintendo-3ds,Gravity Falls,2015-10-20,Everyone,Ubisoft,Unkown,Action & Adventure,887256015411,36136,Unkown,https://www.pricecharting.com/game/nintendo-3ds/gravity-falls,4,362,586,2
nintendo-3ds,Green Lantern: Rise of the Manhunters,2011-06-07,Everyone 10+,Warner Bros,Unkown,Action & Adventure,883929166787,31460,Unkown,https://www.pricecharting.com/game/nintendo-3ds/green-lantern-rise-of-the-manhunters,4,385,586,2
nintendo-3ds,Guide Louvre,2013-01-01,Unkown,Indieszero,Nintendo,Other,045496524609,36746,"Experience the Louvre without even leaving home with an official guide in 3D!

Explore one of the greatest museums in the world without ever leaving your home! Get up close and personal with each work of art through official photos, videos, and audio interviews with museum curators. Discover the Louvres collection on a guided tour of specific masterpieces, or customize your own virtual walking tour through the museum.

In addition, certain masterpieces are viewable from different angles with special 3D photos and videos. Going to Paris? Enrich your visit to the Louvre museum and carry your Nintendo 3DS Guide: Louvre with you for official in-depth commentary as you walk each wing. With all this and more supplemented by updates through the SpotPass feature, youll always have an up-to-date audio and visual guide to the worlds most legendary art collection!",https://www.pricecharting.com/game/nintendo-3ds/guide-louvre,4,158,358,22
nintendo-3ds,Hakuoki: Memories of the Shinsengumi,2013-09-24,Unkown,Aksys,Unkown,Visual Novel,893610001761,34861,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hakuoki-memories-of-the-shinsengumi,4,21,586,36
nintendo-3ds,Happy Feet Two,2011-11-08,Everyone,Warner Bros,Unkown,Action & Adventure,883929172962,32104,Unkown,https://www.pricecharting.com/game/nintendo-3ds/happy-feet-two,4,385,586,2
nintendo-3ds,Harvest Moon 3D: A New Beginning,2012-11-06,Everyone,Natsume,Unkown,Other,719593140078,33306,Unkown,https://www.pricecharting.com/game/nintendo-3ds/harvest-moon-3d-a-new-beginning,4,236,586,22
nintendo-3ds,Harvest Moon 3D: The Lost Valley,2014-11-04,Rating Pending,Natsume,Unkown,RPG,719593140108,35266,Unkown,https://www.pricecharting.com/game/nintendo-3ds/harvest-moon-3d-the-lost-valley,4,236,586,27
nintendo-3ds,Harvest Moon: Skytree Village,2016-11-08,Everyone,Natsume,Unkown,Simulation,719593140122,37101,Unkown,https://www.pricecharting.com/game/nintendo-3ds/harvest-moon-skytree-village,4,236,586,30
nintendo-3ds,Harvest Moon: Skytree Village Limited Edition,2016-11-08,Everyone,Natsume,Unkown,Action & Adventure,Unkown,37930,Unkown,https://www.pricecharting.com/game/nintendo-3ds/harvest-moon-skytree-village-limited-edition,4,236,586,2
nintendo-3ds,Harvest Moon: The Tale Of Two Towns,2011-11-01,Everyone,Natsume,Marvelous Interactive,RPG,719593140054,32164,Unkown,https://www.pricecharting.com/game/nintendo-3ds/harvest-moon-the-tale-of-two-towns,4,236,315,27
nintendo-3ds,Hatsune Miku: Project Mirai DX,2015-05-26,Everyone 10+,Sega,Sega,Music,010086611175,35956,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hatsune-miku-project-mirai-dx,4,287,470,21
nintendo-3ds,Heavy Fire: The Chosen Few,2011-12-19,Teen,Mastiff,Unkown,Action & Adventure,859292000492,32111,Unkown,https://www.pricecharting.com/game/nintendo-3ds/heavy-fire-the-chosen-few,4,198,586,2
nintendo-3ds,Hello Kitty and Sanrio Friends 3D Racing,2014-11-11,Everyone,Majesco,Unkown,Racing,096427018490,35319,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hello-kitty-and-sanrio-friends-3d-racing,4,194,586,28
nintendo-3ds,Hello Kitty Picnic,2012-10-31,Everyone,Majesco,Unkown,Action & Adventure,096427017905,33235,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hello-kitty-picnic,4,194,586,2
nintendo-3ds,Heroes of Ruin,2012-07-17,Teen,Square Enix,Unkown,Action & Adventure,662248911069,32927,Unkown,https://www.pricecharting.com/game/nintendo-3ds/heroes-of-ruin,4,312,586,2
nintendo-3ds,Hey Pikmin,2017-07-28,Everyone 10+,Nintendo,Arzest,Puzzle,045496744564,38066,"A simple 2-D platformer that has been heavily criticized for boring game design, and not representing the essence of Pikmin very well.",https://www.pricecharting.com/game/nintendo-3ds/hey-pikmin,4,241,53,26
nintendo-3ds,Hometown Story,2013-10-01,Unkown,Natsume,Unkown,Simulation,719593140092,35570,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hometown-story,4,236,586,30
nintendo-3ds,Horses 3D,2012-03-27,Everyone,Ubisoft,Unkown,Simulation,008888166917,32669,Unkown,https://www.pricecharting.com/game/nintendo-3ds/horses-3d,4,362,586,30
nintendo-3ds,Hot Wheels: World's Best Driver,2013-09-17,Everyone,Mattel,Unkown,Racing,883929361151,34281,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hot-wheels-world's-best-driver,4,200,586,28
nintendo-3ds,Hotel Transylvania,2012-09-25,Unkown,Unkown,Unkown,Action & Adventure,834656086503,35221,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hotel-transylvania,4,368,586,2
nintendo-3ds,How to Train Your Dragon 2,2014-06-10,Rating Pending,Activision,Unkown,Action & Adventure,815403010422,34933,Unkown,https://www.pricecharting.com/game/nintendo-3ds/how-to-train-your-dragon-2,4,19,586,2
nintendo-3ds,Hyrule Warriors Legends,2016-03-25,Teen,Nintendo,Unkown,Action & Adventure,045496743642,36500,Unkown,https://www.pricecharting.com/game/nintendo-3ds/hyrule-warriors-legends,4,241,586,2
nintendo-3ds,Ice Age: Continental Drift Arctic Games,2012-07-10,Everyone,Activision,Unkown,Action & Adventure,047875769304,32908,Unkown,https://www.pricecharting.com/game/nintendo-3ds/ice-age-continental-drift-arctic-games,4,19,586,2
nintendo-3ds,Imagine Babyz 3D,2012-10-09,Everyone,Ubisoft,Unkown,Action & Adventure,008888166894,33213,Unkown,https://www.pricecharting.com/game/nintendo-3ds/imagine-babyz-3d,4,362,586,2
nintendo-3ds,Imagine Fashion Designer,2011-10-11,Everyone,Ubisoft,Unkown,Simulation,008888167051,32279,Unkown,https://www.pricecharting.com/game/nintendo-3ds/imagine-fashion-designer,4,362,586,30
nintendo-3ds,Imagine Fashion Life,2012-10-23,Everyone,Ubisoft,Unkown,Action & Adventure,008888166900,33214,Unkown,https://www.pricecharting.com/game/nintendo-3ds/imagine-fashion-life,4,362,586,2
nintendo-3ds,Jake Hunter: Ghost of the Dusk,2018-09-28,Teen,Aksys,Arc System Works,Visual Novel,853736006521,51991,Unkown,https://www.pricecharting.com/game/nintendo-3ds/jake-hunter-ghost-of-the-dusk,4,21,48,36
nintendo-3ds,James Noir's Hollywood Crimes,2011-11-01,Teen,Ubisoft,Unkown,Puzzle,008888166726,32171,Unkown,https://www.pricecharting.com/game/nintendo-3ds/james-noir's-hollywood-crimes,4,362,586,26
nintendo-3ds,Jaws: Ultimate Predator,2011-12-01,Mature,Majesco,Unkown,Action & Adventure,096427017455,32365,Unkown,https://www.pricecharting.com/game/nintendo-3ds/jaws-ultimate-predator,4,194,586,2
nintendo-3ds,Jewel Master: Cradle of Egypt 2 3D,2013-10-17,Everyone,Rising Star Games,Unkown,Puzzle,887195000097,54388,Unkown,https://www.pricecharting.com/game/nintendo-3ds/jewel-master-cradle-of-egypt-2-3d,4,270,586,26
nintendo-3ds,Jewel Master Cradle of Rome 2,2012-06-26,Everyone,Unkown,Unkown,Puzzle,887195000035,1200097,Unkown,https://www.pricecharting.com/game/nintendo-3ds/jewel-master-cradle-of-rome-2,4,368,586,26
nintendo-3ds,Jr Classic Games,2012-12-11,Everyone,Maximum Games,Unkown,Strategy,814290011826,33632,Unkown,https://www.pricecharting.com/game/nintendo-3ds/jr-classic-games,4,203,586,33
nintendo-3ds,Kid Icarus Uprising,2012-03-23,Everyone 10+,Nintendo,Project Sora,Action & Adventure,045496741945,32655,"One of the most beloved franchises in Nintendos long history makes its glorious return in spectacular 3D! Pit of Kid Icarus fame is back in a new game designed specifically for the Nintendo 3DS system, by Masahiro Sakurai, creator of the Kirby and Super Smash Bros. franchises, and his development team at Project Sora. .

Kid Icarus: Uprising is a fast-paced and action-packed blend of aerial and ground-based shooting built on elegantly intuitive and streamlined play control. This follow-up to the original Kid Icarus released for the Nintendo Entertainment System in 1987 has been at the top of gamers wish lists for years.

Boasting gameplay that is easy to pick up but incredibly deep, the game is sure to satisfy novice gamers as well as fans who have been clamouring for a new installment in the franchise.

The hero, Pit, teams up with Palutena, the goddess of light, who bestows on him the miracle of flight for limited stretches. With this gift, Pit soars through the skies, shooting down swarms of enemies, then alights and engages in frantic ground-based battles against Medusas underworld army.

Find and collect numerous weapons and items that offer bonuses and ability boosts. Players can choose weapons before they send Pit into battle, giving them countless layers of strategies in each level.

Players can choose between a basic Blade, basic Claws and a basic Orbitar weapon. Blades are well-balanced, Claws have limited reach but increase running speed and the Orbitars can shoot two shots that grow in power over distance.",https://www.pricecharting.com/game/nintendo-3ds/kid-icarus-uprising,4,241,417,2
